run_id,frame_index,target_id,entity_id,range_geometry_status,reference_range_m,optical_frame_index,optical_timestamp_ms,nominal_time_delta_ms,bbox_bottom_normalized,bbox_height_normalized,sync_status,runtime_range_interval_computed,reason_not_computed
R01ZF,20,R01ZF_SARPERSON02,R01ZF_REUSED_R01ZF_PERSON001,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,4.796680711311322,12.0,667.0,0.0,0.6126978556315278,0.3539308901186111,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,20,R01ZF_SARPERSON03,R01ZF_REUSED_R01ZF_PERSON002,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,4.658665413652398,12.0,667.0,0.0,0.6157090363679166,0.3572051436812963,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,25,R01ZF_SARPERSON01,R01ZF_REUSED_R01ZF_PERSON003,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,5.726811462204887,15.0,833.0,0.0,0.5886184127242593,0.3713948708993518,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,25,R01ZF_SARPERSON02,R01ZF_REUSED_R01ZF_PERSON001,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,4.634053130253504,15.0,833.0,0.0,0.6155533967194907,0.34531071980796296,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,25,R01ZF_SARPERSON03,R01ZF_REUSED_R01ZF_PERSON002,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,4.594410924122424,15.0,833.0,0.0,0.621085216380926,0.3545093960232408,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,28,R01ZF_SARPERSON01,R01ZF_REUSED_R01ZF_PERSON003,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,5.614929519836272,16.0,889.0,44.0,0.5890876487449537,0.3709045692726389,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,28,R01ZF_SARPERSON02,R01ZF_REUSED_R01ZF_PERSON001,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,4.586452723008859,16.0,889.0,44.0,0.6170868485062037,0.3431520250108333,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,28,R01ZF_SARPERSON03,R01ZF_REUSED_R01ZF_PERSON002,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,4.588805177679271,16.0,889.0,44.0,0.6202487521701389,0.3518703036837963,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,30,R01ZF_SARPERSON01,R01ZF_REUSED_R01ZF_PERSON003,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,5.5829910290060925,18.0,1000.0,0.0,0.5883508752893518,0.36688606827347225,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,30,R01ZF_SARPERSON02,R01ZF_REUSED_R01ZF_PERSON001,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,4.661489510261299,18.0,1000.0,0.0,0.6197155987775,0.3397212275752315,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,30,R01ZF_SARPERSON03,R01ZF_REUSED_R01ZF_PERSON002,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,4.673836593005564,18.0,1000.0,0.0,0.6218204639575926,0.349721696641713,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,35,R01ZF_SARPERSON01,R01ZF_REUSED_R01ZF_PERSON003,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,5.386541598442815,21.0,1167.0,0.0,0.5875956217448148,0.36054903666180554,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,35,R01ZF_SARPERSON02,R01ZF_REUSED_R01ZF_PERSON001,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,4.6338304235121335,21.0,1167.0,0.0,0.6245627509223148,0.3308341979980556,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,35,R01ZF_SARPERSON03,R01ZF_REUSED_R01ZF_PERSON002,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,4.647152947736798,21.0,1167.0,0.0,0.6284812644675926,0.3483504401312963,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,40,R01ZF_SARPERSON01,R01ZF_REUSED_R01ZF_PERSON003,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,5.155703469483641,24.0,1333.0,0.0,0.5917986269350463,0.3579743279350926,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,40,R01ZF_SARPERSON02,R01ZF_REUSED_R01ZF_PERSON001,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,4.603360215438858,24.0,1333.0,0.0,0.6317467583550463,0.32977860062212966,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,40,R01ZF_SARPERSON03,R01ZF_REUSED_R01ZF_PERSON002,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,4.702447568596588,24.0,1333.0,0.0,0.6298728095160648,0.3423796759711574,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,45,R01ZF_SARPERSON01,R01ZF_REUSED_R01ZF_PERSON003,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,4.989340902787267,27.0,1500.0,0.0,0.5961790296766667,0.35528635095666666,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,45,R01ZF_SARPERSON02,R01ZF_REUSED_R01ZF_PERSON001,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,4.722007417295881,27.0,1500.0,0.0,0.6341361716941667,0.3213896574797222,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,45,R01ZF_SARPERSON03,R01ZF_REUSED_R01ZF_PERSON002,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,4.872898846114952,27.0,1500.0,0.0,0.6366871021412037,0.34313902678314817,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,47,R01ZF_SARPERSON01,R01ZF_REUSED_R01ZF_PERSON003,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,4.929502426428886,28.0,1556.0,11.0,0.5975247983579166,0.35429837262189817,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,47,R01ZF_SARPERSON02,R01ZF_REUSED_R01ZF_PERSON001,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,4.741860824769162,28.0,1556.0,11.0,0.6350778085213888,0.3190858911584722,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,47,R01ZF_SARPERSON03,R01ZF_REUSED_R01ZF_PERSON002,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,4.8665381579939835,28.0,1556.0,11.0,0.637121921115463,0.3405218053747222,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,50,R01ZF_SARPERSON01,R01ZF_REUSED_R01ZF_PERSON003,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,4.830345002951826,30.0,1667.0,0.0,0.6015159324363426,0.35357078269675923,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,50,R01ZF_SARPERSON02,R01ZF_REUSED_R01ZF_PERSON001,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,4.825317754027128,30.0,1667.0,0.0,0.635296574345324,0.31280308476199076,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,50,R01ZF_SARPERSON03,R01ZF_REUSED_R01ZF_PERSON002,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,5.023118808821467,30.0,1667.0,0.0,0.6411571361400463,0.3400123878761574,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,55,R01ZF_SARPERSON01,R01ZF_REUSED_R01ZF_PERSON003,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,4.840862164797177,33.0,1833.0,0.0,0.6068571867766204,0.35026471173324075,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,55,R01ZF_SARPERSON02,R01ZF_REUSED_R01ZF_PERSON001,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,4.985239579740236,33.0,1833.0,0.0,0.6408620198567593,0.3055111072681481,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,55,R01ZF_SARPERSON03,R01ZF_REUSED_R01ZF_PERSON002,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,5.215816347420096,33.0,1833.0,0.0,0.6419776068793519,0.3321460865162037,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,60,R01ZF_SARPERSON01,R01ZF_REUSED_R01ZF_PERSON003,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,4.715529803331063,36.0,2000.0,0.0,0.6113123010706019,0.34792822378652777,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,60,R01ZF_SARPERSON02,R01ZF_REUSED_R01ZF_PERSON001,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,5.1482923060098384,36.0,2000.0,0.0,0.6461379439742593,0.3005544309262963,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,60,R01ZF_SARPERSON03,R01ZF_REUSED_R01ZF_PERSON002,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,5.538705916860555,36.0,2000.0,0.0,0.6469734474464814,0.3292323359736574,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,62,R01ZF_SARPERSON01,R01ZF_REUSED_R01ZF_PERSON003,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,4.781753070394037,37.0,2056.0,11.0,0.6129505298755555,0.34791336059569444,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,62,R01ZF_SARPERSON02,R01ZF_REUSED_R01ZF_PERSON001,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,5.232686928569391,37.0,2056.0,11.0,0.6455352218062963,0.2968765258788889,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,62,R01ZF_SARPERSON03,R01ZF_REUSED_R01ZF_PERSON002,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,5.492852807656248,37.0,2056.0,11.0,0.6487737019856945,0.3258866486725926,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,65,R01ZF_SARPERSON01,R01ZF_REUSED_R01ZF_PERSON003,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,4.7317087895512,39.0,2167.0,0.0,0.61598996762875,0.3461247479474074,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,65,R01ZF_SARPERSON02,R01ZF_REUSED_R01ZF_PERSON001,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,5.336840232031083,39.0,2167.0,0.0,0.6508525707103704,0.2968449062771296,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,65,R01ZF_SARPERSON03,R01ZF_REUSED_R01ZF_PERSON002,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,5.784896522190655,39.0,2167.0,0.0,0.6528758296260185,0.32298713966652776,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,66,R01ZF_SARPERSON01,R01ZF_REUSED_R01ZF_PERSON003,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,4.768984459392719,39.0,2167.0,33.0,0.61598996762875,0.3461247479474074,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,66,R01ZF_SARPERSON02,R01ZF_REUSED_R01ZF_PERSON001,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,5.395021726017388,39.0,2167.0,33.0,0.6508525707103704,0.2968449062771296,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,66,R01ZF_SARPERSON03,R01ZF_REUSED_R01ZF_PERSON002,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,5.807737499235563,39.0,2167.0,33.0,0.6528758296260185,0.32298713966652776,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,70,R01ZF_SARPERSON01,R01ZF_REUSED_R01ZF_PERSON003,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,4.82950388863452,42.0,2333.0,0.0,0.6213908442744445,0.34431251243310185,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,70,R01ZF_SARPERSON02,R01ZF_REUSED_R01ZF_PERSON001,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,5.5423200056869915,42.0,2333.0,0.0,0.6551238448531481,0.29520144992402775,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,70,R01ZF_SARPERSON03,R01ZF_REUSED_R01ZF_PERSON002,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,5.971234272083693,42.0,2333.0,0.0,0.6570094920970834,0.3156533700448611,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,75,R01ZF_SARPERSON01,R01ZF_REUSED_R01ZF_PERSON003,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,4.893294329841107,45.0,2500.0,0.0,0.6253993846751852,0.34033703274199073,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,75,R01ZF_SARPERSON02,R01ZF_REUSED_R01ZF_PERSON001,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,5.841718270719502,45.0,2500.0,0.0,0.6567851878978703,0.2903102168330556,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,75,R01ZF_SARPERSON03,R01ZF_REUSED_R01ZF_PERSON002,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,6.25512985470229,45.0,2500.0,0.0,0.660048534252037,0.30612900345412036,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,77,R01ZF_SARPERSON01,R01ZF_REUSED_R01ZF_PERSON003,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,4.937699993228073,46.0,2556.0,11.0,0.6259641294125926,0.33810532181351854,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,77,R01ZF_SARPERSON02,R01ZF_REUSED_R01ZF_PERSON001,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,5.979715760081139,46.0,2556.0,11.0,0.6571376094111574,0.2892969202112037,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,77,R01ZF_SARPERSON03,R01ZF_REUSED_R01ZF_PERSON002,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,6.303328756579397,46.0,2556.0,11.0,0.6610350432219444,0.303818653247963,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,80,R01ZF_SARPERSON01,R01ZF_REUSED_R01ZF_PERSON003,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,5.021303453566692,48.0,2667.0,0.0,0.6278988308376852,0.33588977389865743,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
R01ZF,80,R01ZF_SARPERSON02,R01ZF_REUSED_R01ZF_PERSON001,FOOTPOINT_GEOMETRY_INPUT_PRESENT_VISUAL_STATE_PENDING,6.168107756769405,48.0,2667.0,0.0,0.658417708785463,0.2866270277235185,NOMINAL_INDEX_FPS_ZERO_OFFSET_UNVERIFIED,False,missing camera K/height/pitch-roll/extrinsic/ground plane; bbox bottom not yet a validated footpoint
